Unnamed: 0,ajb9b3,ajdqnf,amsh7c,bay6g7,cjdk88,ctkbn4,dlokv6,dsdxd8,dtqb7d,elnfhc,habc8,hemmb2,hmnhx4,hnldm2,jac345,jahq76,jdf5g4,jfk535,jhgn9c,jkn7fc,jlgwxc,jlkm94,jmd5h8,jrrgxf,kab5zb,kah89f,kdcncc,kedgm9,krh5f5,lms8m4,lpnb79,mjpg95,mmg9n6,mtf7w2,mwwcn6,ngtp8b,nhm2p3,njd5zf,nm8c7,oro26b,pecxc9,pt7td,rrg3md,sanfz9,sbpc42,smdvw5,tah5z2,tcdzb7,tjdpzd,tlgdq9,vvmmvd,wahbf,wgocnc,zws2p8
kdcncc,Yes (0.530295),Yes (0.20516900000000002),Yes (0.554244),Yes (0.5543899999999999),No(0.025002),Yes (0.391311),Yes (0.24435700000000002),Yes (0.243707),Yes (0.611753),Yes (0.364233),No(0.025002),Yes (0.587457),Yes (0.106375),Yes (0.647601),Yes (0.907342),No(0.025002),Yes (0.070774),No(0.049966),No(0.02131),Yes (0.259875),Yes (0.25054),Yes (0.069408),Yes (0.268778),Yes (0.765733),Yes (0.6499060000000001),Yes (0.251775),Yes (0.5),Yes (0.101923),Yes (0.32713000000000003),Yes (0.329899),No(0.020095),Yes (0.25288299999999997),Yes (0.08155599999999999),No(0.025002),Yes (0.17839100000000002),No(0.025002),Yes (0.403481),Yes (0.288694),Yes (0.199099),Yes (0.094164),Yes (0.19226),Yes (0.43893000000000004),Yes (0.36133899999999997),Yes (0.8228719999999999),No(0.001582),Yes (0.062185000000000004),Yes (0.17382999999999998),Yes (0.46296899999999996),Yes (0.7021470000000001),Yes (0.328694),Yes (0.526274),Yes (0.35038400000000003),Yes (0.36489499999999997),Yes (0.079489)
kedgm9,Yes (0.951677),Yes (0.734213),No(0.016505000000000002),Yes (0.17418499999999998),No(0.0),Yes (0.995549),No(0.001399),Yes (0.7104729999999999),Yes (0.789702),Yes (0.669311),No(0.0),No(0.008167),Yes (0.585034),Yes (1.0),Yes (0.9924219999999999),No(0.0),No(0.002232),Yes (0.999975),No(0.000463),No(0.005353),Yes (0.999958),Yes (0.532554),No(0.031836),Yes (0.999992),Yes (0.8334950000000001),Yes (0.618015),Yes (0.487563),Yes (0.5),Yes (0.151028),Yes (0.14176),No(0.0),Yes (0.167718),No(0.0),No(0.0),Yes (0.999862),No(0.0),Yes (0.124053),Yes (0.638862),Yes (0.7092350000000001),Yes (0.9922690000000001),Yes (0.965601),Yes (0.28068699999999996),Yes (0.281173),Yes (0.9976940000000001),No(3e-06),No(0.0006190000000000001),Yes (0.590766),Yes (0.783945),Yes (0.1885),Yes (0.961943),Yes (0.216822),No(0.017254),Yes (0.11137000000000001),No(0.0)
krh5f5,Yes (0.999934),Yes (0.45681400000000005),Yes (0.692285),Yes (0.9406110000000001),Yes (0.133179),Yes (0.993451),Yes (0.9094409999999999),Yes (0.985569),Yes (0.84411),Yes (0.906768),Yes (0.133179),Yes (0.799421),Yes (0.795596),Yes (0.937533),Yes (0.997812),Yes (0.133179),Yes (0.94639),Yes (0.9834440000000001),Yes (0.653213),Yes (0.6338520000000001),Yes (0.9526549999999999),Yes (0.977404),Yes (0.8266680000000001),Yes (0.999461),Yes (0.9918459999999999),Yes (0.908341),Yes (0.98093),Yes (0.928939),Yes (0.5),Yes (0.852938),No(0.000599),Yes (0.983632),Yes (0.49059200000000003),Yes (0.133179),Yes (0.55781),Yes (0.133179),Yes (0.9661709999999999),Yes (0.886655),Yes (0.5210819999999999),Yes (0.603655),Yes (0.952406),Yes (0.326792),Yes (0.942039),Yes (0.988764),Yes (0.538341),Yes (0.438327),Yes (0.984614),Yes (0.991663),Yes (0.9639129999999999),Yes (0.987668),Yes (0.422724),Yes (0.960623),Yes (0.8558540000000001),No(0.004871)
lms8m4,Yes (0.9998309999999999),Yes (0.9897549999999999),Yes (0.945608),Yes (0.997604),Yes (0.371692),Yes (0.999999),Yes (0.992051),Yes (1.0),Yes (0.99941),Yes (0.999821),Yes (0.371692),Yes (0.9995809999999999),Yes (1.0),Yes (0.9999319999999999),Yes (0.9878889999999999),Yes (0.371692),Yes (0.962148),Yes (1.0),Yes (0.987981),Yes (0.968726),Yes (0.9998610000000001),Yes (0.999992),Yes (0.9926659999999999),Yes (1.0),Yes (0.9998530000000001),Yes (0.9999819999999999),Yes (1.0),Yes (1.0),Yes (0.995764),Yes (0.5),Yes (0.6945399999999999),Yes (0.9983629999999999),Yes (0.8247979999999999),Yes (0.371692),Yes (0.999999),Yes (0.371692),Yes (0.99995),Yes (0.9999969999999999),Yes (0.9919540000000001),Yes (1.0),Yes (1.0),Yes (0.697055),Yes (0.998669),Yes (0.9999889999999999),Yes (0.679451),Yes (0.6909569999999999),Yes (1.0),Yes (0.999972),Yes (0.9999530000000001),Yes (0.9997530000000001),Yes (0.622476),Yes (0.9457030000000001),Yes (0.999825),Yes (0.45944399999999996)
lpnb79,Yes (0.210787),Yes (0.404027),Yes (0.56687),Yes (0.314863),Yes (0.361011),Yes (0.525331),Yes (0.653539),Yes (0.066852),Yes (0.748286),Yes (0.267148),Yes (0.361011),Yes (0.550821),Yes (0.182204),Yes (0.5681470000000001),Yes (0.704879),Yes (0.361011),Yes (0.310307),Yes (0.652904),Yes (0.72214),Yes (0.865067),Yes (0.61778),Yes (0.7452479999999999),Yes (0.31755700000000003),Yes (0.494961),Yes (0.872775),Yes (0.875991),Yes (0.276346),Yes (0.20651799999999998),Yes (0.223671),Yes (0.671198),Yes (0.5),Yes (0.591692),Yes (0.699651),Yes (0.361011),Yes (0.76),Yes (0.361011),Yes (0.314178),Yes (0.9858309999999999),Yes (0.32812199999999997),Yes (0.591468),Yes (0.887116),Yes (0.57305),Yes (0.984511),Yes (0.579227),Yes (0.10880699999999999),Yes (0.785265),Yes (0.827414),Yes (0.49367),Yes (0.767134),Yes (0.46333199999999997),Yes (0.085498),Yes (0.613826),Yes (0.502132),Yes (0.731594)
mjpg95,Yes (0.915402),Yes (0.666013),Yes (0.9732270000000001),Yes (0.9878100000000001),Yes (0.34329499999999996),Yes (0.999717),Yes (0.952557),Yes (0.996524),Yes (0.734372),Yes (0.9167639999999999),Yes (0.34329499999999996),Yes (0.898324),Yes (0.9875799999999999),Yes (0.9997),Yes (0.976032),Yes (0.34329499999999996),Yes (0.947376),Yes (0.990353),Yes (0.8772049999999999),Yes (0.9831),Yes (0.998006),Yes (0.9839620000000001),Yes (0.9733639999999999),Yes (0.997491),Yes (0.97511),Yes (0.969253),Yes (0.9995360000000001),Yes (0.985458),Yes (0.980326),Yes (0.935786),No(0.024738999999999997),Yes (0.5),Yes (0.058709000000000004),Yes (0.34329499999999996),Yes (0.9981129999999999),Yes (0.34329499999999996),Yes (0.9258719999999999),Yes (0.967141),Yes (0.9688959999999999),Yes (0.842147),Yes (0.986416),Yes (0.11391),Yes (0.9805709999999999),Yes (0.985986),Yes (0.8071550000000001),Yes (0.950607),Yes (0.982982),Yes (0.993924),Yes (0.99035),Yes (0.999267),Yes (0.970723),Yes (0.897236),Yes (0.9482950000000001),Yes (0.44512399999999996)
mmg9n6,Yes (0.9999969999999999),Yes (0.9934700000000001),Yes (0.9999600000000001),Yes (0.9997450000000001),Yes (0.9910059999999999),Yes (0.999859),Yes (0.9881620000000001),Yes (0.9931719999999999),Yes (0.9995290000000001),Yes (0.9989120000000001),Yes (0.9910059999999999),Yes (0.9979819999999999),Yes (0.9868969999999999),Yes (0.9999969999999999),Yes (0.999384),Yes (0.9910059999999999),Yes (0.988992),Yes (0.966253),Yes (0.995977),Yes (0.9986790000000001),Yes (0.9990540000000001),Yes (0.9601639999999999),Yes (0.996469),Yes (0.999977),Yes (0.9999600000000001),Yes (0.995916),Yes (0.9999979999999999),Yes (0.892173),Yes (0.99872),Yes (0.9963139999999999),Yes (0.6456850000000001),Yes (0.993477),Yes (0.5),Yes (0.9910059999999999),Yes (0.998755),Yes (0.9910059999999999),Yes (0.9997889999999999),Yes (0.996469),Yes (0.999863),Yes (0.9997959999999999),Yes (0.9999870000000001),Yes (0.997742),Yes (0.999969),Yes (0.999999),Yes (0.998944),Yes (0.9998370000000001),Yes (0.9891469999999999),Yes (0.9999819999999999),Yes (0.9995860000000001),Yes (0.9987459999999999),Yes (0.9975959999999999),Yes (0.9997),Yes (0.993608),Yes (0.999276)
mtf7w2,Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5)
mwwcn6,Yes (0.744905),Yes (0.587245),No(2e-06),No(1e-06),No(0.0),Yes (0.8828370000000001),No(0.027531),Yes (0.178662),Yes (0.710174),Yes (0.995777),No(0.0),No(0.038035),Yes (0.339632),Yes (0.202779),Yes (0.351544),No(0.0),No(7.000000000000001e-06),Yes (0.548231),No(0.0),No(0.000612),Yes (0.999711),No(0.023393),No(7.6e-05),Yes (0.302071),Yes (0.5321100000000001),No(0.0024519999999999998),No(0.004613),Yes (1.0),No(0.000535),No(2.6000000000000002e-05),No(0.0),No(0.004),No(0.0),No(0.0),Yes (0.5),No(0.0),Yes (0.19025699999999998),Yes (0.7739010000000001),Yes (0.9888680000000001),Yes (0.330775),No(0.000711),No(0.010575),No(0.001567),Yes (0.576433),No(0.0),No(0.0),No(0.038943),Yes (0.077129),Yes (0.074808),Yes (0.171939),Yes (0.46952299999999997),No(2e-06),Yes (0.402775),No(0.0)
ngtp8b,Yes (0.9994620000000001),Yes (1.0),Yes (0.98425),Yes (0.869892),Yes (0.5),Yes (0.9999600000000001),Yes (0.756576),Yes (0.9998090000000001),Yes (1.0),Yes (1.0),Yes (0.5),Yes (0.9889530000000001),Yes (0.9980100000000001),Yes (0.999992),Yes (0.9668979999999999),Yes (0.5),Yes (0.42862100000000003),Yes (0.999999),Yes (0.846902),Yes (0.9862549999999999),Yes (0.142158),Yes (0.935983),Yes (0.987291),Yes (0.999994),Yes (0.981079),Yes (0.22476),Yes (0.9961639999999999),Yes (0.999978),Yes (0.9558120000000001),Yes (0.491546),Yes (0.707222),Yes (0.42525),Yes (0.26551199999999997),Yes (0.5),Yes (0.9979110000000001),Yes (0.5),Yes (0.9967870000000001),Yes (0.9999370000000001),Yes (1.0),Yes (0.999994),Yes (0.999627),Yes (1.0),Yes (0.463764),Yes (0.9999959999999999),Yes (0.197579),Yes (0.787994),Yes (0.98114),Yes (0.897545),Yes (0.9819110000000001),Yes (0.381309),Yes (1.0),Yes (0.054063),Yes (0.999229),Yes (0.9585469999999999)
nhm2p3,Yes (0.9999030000000001),Yes (0.999481),Yes (1.0),Yes (1.0),Yes (0.9959709999999999),Yes (1.0),Yes (0.9989309999999999),Yes (0.999992),Yes (0.8660959999999999),Yes (0.999999),Yes (0.9959709999999999),Yes (0.9999790000000001),Yes (1.0),Yes (1.0),Yes (0.999934),Yes (0.9959709999999999),Yes (0.999999),Yes (0.9999870000000001),Yes (0.999483),Yes (1.0),Yes (0.999992),Yes (1.0),Yes (0.99908),Yes (0.999991),Yes (0.9821350000000001),Yes (1.0),Yes (1.0),Yes (0.999991),Yes (0.9999979999999999),Yes (0.999999),Yes (0.998619),Yes (0.999999),Yes (0.9968469999999999),Yes (0.9959709999999999),Yes (1.0),Yes (0.9959709999999999),Yes (0.5),Yes (1.0),Yes (0.999943),Yes (1.0),Yes (0.999994),Yes (0.9979180000000001),Yes (1.0),Yes (0.999705),Yes (0.9989129999999999),Yes (0.982512),Yes (1.0),Yes (1.0),Yes (1.0),Yes (1.0),Yes (0.998865),Yes (0.9999020000000001),Yes (0.8757879999999999),Yes (0.9953549999999999)
njd5zf,Yes (0.9999170000000001),Yes (0.072969),No(0.0),No(0.00021099999999999998),No(0.0),Yes (0.40666399999999997),No(0.0005),Yes (0.9999299999999999),Yes (0.259235),Yes (0.20456300000000002),No(0.0),No(0.001837),Yes (0.077467),Yes (0.590567),Yes (1.0),No(0.0),No(0.000185),No(0.0),No(0.0),No(0.0),Yes (0.926307),No(0.010709),No(0.000239),Yes (0.9976440000000001),Yes (1.0),No(0.0),No(0.025441),Yes (0.235158),No(9.4e-05),No(2e-06),No(0.0),Yes (0.052074),No(0.0),No(0.0),Yes (0.12548900000000002),No(0.0),Yes (1.0),Yes (0.5),No(0.043287),Yes (0.341323),No(0.040007),No(0.0021969999999999997),No(0.00021600000000000002),Yes (0.999526),No(0.0),No(3e-06),No(0.000545),No(0.021192),No(0.000713),Yes (0.40093),Yes (0.111772),No(0.00019099999999999998),Yes (1.0),No(0.0)
nm8c7,Yes (0.9999950000000001),Yes (0.633323),Yes (0.072223),Yes (0.101543),No(1.2e-05),Yes (0.859825),Yes (0.8010609999999999),Yes (0.99956),Yes (0.976967),Yes (0.9978469999999999),No(1.2e-05),Yes (0.9940329999999999),Yes (0.841686),Yes (0.991583),Yes (1.0),No(1.2e-05),Yes (0.485775),Yes (1.0),No(0.00021099999999999998),No(0.008699),Yes (0.9991200000000001),Yes (0.45402700000000007),Yes (0.708175),Yes (1.0),Yes (1.0),Yes (0.824925),Yes (0.194494),Yes (0.9996200000000001),Yes (0.402188),Yes (0.966068),No(0.004309),Yes (0.267979),No(0.014915000000000001),No(1.2e-05),Yes (0.5240130000000001),No(1.2e-05),Yes (0.999999),Yes (0.990325),Yes (0.5),Yes (0.9976200000000001),Yes (0.9645540000000001),Yes (0.578782),Yes (0.429281),Yes (1.0),No(0.000188),No(0.041003),Yes (0.686431),Yes (0.955939),Yes (0.577422),Yes (0.999301),Yes (0.574067),Yes (0.1325),Yes (0.999999),No(0.003894)
oro26b,No(0.019183000000000002),No(0.024872),No(0.004803),No(5.3e-05),No(0.0),No(0.038348),No(0.0),Yes (0.180115),No(0.0),Yes (0.09716799999999999),No(0.0),No(0.003679),Yes (0.385471),Yes (0.995822),No(0.007291),No(0.0),No(0.0),Yes (0.997974),No(0.0),No(0.002241),Yes (0.998909),No(0.000401),No(0.0),No(0.029314),Yes (0.073995),No(0.000376),No(0.002863),Yes (0.573937),No(2.1e-05),No(0.0),No(0.0),No(0.0),No(0.0),No(0.0),Yes (0.160254),No(0.0),No(0.028512),No(0.042848000000000004),Yes (0.130946),Yes (0.5),No(0.031214),No(0.0),No(0.001144),No(0.010445999999999999),No(0.0),No(0.0),No(0.007162000000000001),No(0.001181),No(0.0008609999999999999),Yes (0.274692),Yes (0.33484899999999995),No(0.0),Yes (0.189555),No(0.0)
pecxc9,Yes (0.217944),Yes (0.963432),Yes (0.173692),Yes (0.09590499999999999),No(0.0),Yes (0.9585540000000001),No(1e-06),Yes (0.8475659999999999),No(0.000218),Yes (0.9398290000000001),No(0.0),No(0.012891),Yes (0.987424),Yes (1.0),Yes (0.8452),No(0.0),No(0.001464),Yes (1.0),No(0.001697),No(0.034128),Yes (0.9999969999999999),Yes (0.7086060000000001),Yes (0.065246),Yes (0.877423),Yes (0.273072),Yes (0.9289959999999999),Yes (0.974865),Yes (0.96986),No(0.019211000000000002),No(5e-06),No(0.0),Yes (0.091861),No(1.6e-05),No(0.0),Yes (0.999934),No(0.0),Yes (0.650602),Yes (0.588511),Yes (0.9933209999999999),Yes (0.9999239999999999),Yes (0.5),No(6.4e-05),Yes (0.298475),Yes (0.935419),No(5.4000000000000005e-05),No(6e-06),Yes (0.423943),Yes (0.806416),Yes (0.11508800000000001),Yes (0.999999),Yes (0.9888600000000001),No(0.033644),Yes (0.650647),No(0.0)
pt7td,Yes (0.9103190000000001),Yes (1.0),Yes (0.972095),Yes (0.770536),Yes (0.36559899999999995),Yes (0.891908),Yes (0.693198),Yes (0.999994),Yes (0.850224),Yes (1.0),Yes (0.36559899999999995),Yes (0.73505),Yes (1.0),Yes (1.0),Yes (0.647291),Yes (0.36559899999999995),Yes (0.9993040000000001),Yes (1.0),Yes (0.949514),Yes (0.9973120000000001),Yes (1.0),Yes (0.999992),Yes (0.80676),Yes (0.152342),No(0.00010400000000000001),Yes (0.9998389999999999),Yes (0.9998459999999999),Yes (1.0),Yes (0.587147),No(0.032339),Yes (0.749447),Yes (0.7958390000000001),Yes (0.377044),Yes (0.36559899999999995),Yes (1.0),Yes (0.36559899999999995),Yes (0.724845),Yes (1.0),Yes (1.0),Yes (1.0),Yes (0.999949),Yes (0.5),Yes (0.999589),Yes (0.997958),Yes (0.920725),Yes (0.9930200000000001),Yes (0.9999979999999999),Yes (0.999992),Yes (0.972412),Yes (1.0),Yes (1.0),Yes (0.812176),Yes (0.996392),Yes (0.408977)
rrg3md,Yes (0.979767),Yes (0.9648120000000001),Yes (0.8268280000000001),Yes (0.9650270000000001),Yes (0.22507199999999997),Yes (0.999834),Yes (0.974841),Yes (0.99277),Yes (0.988036),Yes (0.8686229999999999),Yes (0.22507199999999997),Yes (0.976924),Yes (0.9902540000000001),Yes (0.850081),Yes (0.997393),Yes (0.22507199999999997),Yes (0.898758),Yes (0.989825),Yes (0.5430470000000001),Yes (0.9719129999999999),Yes (0.560978),Yes (0.944931),Yes (0.995326),Yes (0.999899),Yes (0.650937),Yes (0.928056),Yes (0.9997469999999999),Yes (0.996926),Yes (0.996598),Yes (0.9129440000000001),Yes (0.056982000000000005),Yes (0.874308),Yes (0.289894),Yes (0.22507199999999997),Yes (0.959147),Yes (0.22507199999999997),Yes (0.922501),Yes (0.860238),Yes (0.883451),Yes (0.9978670000000001),Yes (0.999965),Yes (0.925693),Yes (0.5),Yes (0.9272610000000001),Yes (0.163677),Yes (0.621843),Yes (0.9911709999999999),Yes (0.9982770000000001),Yes (0.996833),Yes (0.8655709999999999),Yes (0.979949),Yes (0.810983),Yes (0.974406),Yes (0.862182)
sanfz9,Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5)
sbpc42,Yes (0.707339),Yes (0.8400569999999999),Yes (0.588091),Yes (0.567207),Yes (0.7031390000000001),Yes (0.505156),Yes (0.948055),Yes (0.503979),Yes (0.410491),Yes (0.792674),Yes (0.7031390000000001),Yes (0.813231),Yes (0.559756),Yes (0.533647),Yes (0.835767),Yes (0.7031390000000001),Yes (0.890433),Yes (0.33112199999999997),Yes (0.540396),Yes (0.775027),Yes (0.9394020000000001),Yes (0.593923),Yes (0.8300649999999999),Yes (0.7960229999999999),Yes (0.807495),Yes (0.9040870000000001),Yes (0.10996199999999999),Yes (0.665411),Yes (0.402422),Yes (0.80008),Yes (0.808279),Yes (0.9481040000000001),Yes (0.838549),Yes (0.7031390000000001),Yes (0.649563),Yes (0.7031390000000001),Yes (0.49870200000000003),Yes (0.9587969999999999),Yes (0.70596),Yes (0.575533),Yes (0.849092),Yes (0.32782100000000003),Yes (0.862194),Yes (0.841741),Yes (0.5),Yes (0.592372),Yes (0.6808850000000001),Yes (0.8545879999999999),Yes (0.757975),Yes (0.911626),Yes (0.435167),Yes (0.713238),Yes (0.243627),Yes (0.258997)
smdvw5,Yes (0.99977),Yes (0.46924),Yes (0.9432709999999999),Yes (0.936126),Yes (0.154908),Yes (0.9996889999999999),Yes (0.99441),Yes (0.9998790000000001),Yes (0.996767),Yes (0.9958290000000001),Yes (0.154908),Yes (0.9998809999999999),Yes (0.997983),Yes (0.9998040000000001),Yes (0.9952049999999999),Yes (0.154908),Yes (0.936473),Yes (0.998217),Yes (0.8877079999999999),Yes (0.688988),Yes (0.997849),Yes (0.979577),Yes (0.900859),Yes (1.0),Yes (1.0),Yes (0.9999709999999999),Yes (0.546033),Yes (0.8830540000000001),Yes (0.985375),Yes (0.999193),Yes (0.446929),Yes (0.9898819999999999),Yes (0.629602),Yes (0.154908),Yes (0.614468),Yes (0.154908),Yes (0.999965),Yes (1.0),Yes (0.710591),Yes (0.325678),Yes (0.999382),Yes (0.944152),Yes (0.9949040000000001),Yes (0.9906719999999999),Yes (0.202282),Yes (0.5),Yes (0.9999959999999999),Yes (0.98054),Yes (0.999597),Yes (0.9090290000000001),No(0.046299),Yes (0.983345),Yes (0.999999),Yes (0.266648)
tah5z2,Yes (0.9994200000000001),Yes (0.930233),Yes (0.320171),Yes (0.733604),No(0.000743),Yes (0.9942770000000001),Yes (0.652411),Yes (0.9999979999999999),Yes (0.9657030000000001),Yes (0.712213),No(0.000743),Yes (0.998368),Yes (0.998742),Yes (0.804744),Yes (1.0),No(0.000743),Yes (0.337988),Yes (1.0),No(4.2e-05),No(0.005069),Yes (0.848967),Yes (0.622239),Yes (0.997225),Yes (0.999999),Yes (1.0),Yes (0.8703870000000001),Yes (0.852251),Yes (0.997801),Yes (0.756683),Yes (0.330019),No(2e-05),Yes (0.727259),Yes (0.26859099999999997),No(0.000743),Yes (0.081305),No(0.000743),Yes (1.0),Yes (0.79681),Yes (0.723087),Yes (0.9919450000000001),Yes (0.655608),Yes (0.5433020000000001),Yes (0.691116),Yes (1.0),No(0.0019010000000000001),No(0.014518000000000001),Yes (0.5),Yes (0.9968809999999999),Yes (0.5502),Yes (0.997661),Yes (0.838514),Yes (0.608434),Yes (1.0),No(0.0006580000000000001)
tcdzb7,Yes (0.998758),Yes (0.586346),No(0.044058),Yes (0.28058299999999997),No(2.2e-05),Yes (0.822818),Yes (0.8443860000000001),Yes (0.974678),Yes (0.657478),Yes (0.742208),No(2.2e-05),Yes (0.995906),Yes (0.8290690000000001),Yes (0.7202149999999999),Yes (0.999843),No(2.2e-05),Yes (0.757972),Yes (0.953148),No(0.001466),Yes (0.059957),Yes (0.6704180000000001),Yes (0.214993),Yes (0.819426),Yes (0.999919),Yes (0.9933879999999999),Yes (0.564588),No(0.0047090000000000005),Yes (0.846617),Yes (0.562842),Yes (0.9583799999999999),No(0.00010700000000000001),Yes (0.308757),No(0.013923),No(2.2e-05),Yes (0.07837899999999999),No(2.2e-05),Yes (0.9993989999999999),Yes (0.9217290000000001),Yes (0.110428),Yes (0.9055549999999999),Yes (0.6815640000000001),Yes (0.20786100000000002),Yes (0.253837),Yes (0.998317),No(6.7e-05),Yes (0.165547),Yes (0.440321),Yes (0.5),Yes (0.498442),Yes (0.9937530000000001),Yes (0.361817),Yes (0.153498),Yes (0.9999),No(0.016335)
tjdpzd,Yes (0.23806300000000002),No(0.042373),Yes (0.851292),Yes (0.7002520000000001),No(0.0018960000000000001),Yes (0.362962),Yes (0.23984499999999997),Yes (0.802756),Yes (0.109983),Yes (0.625883),No(0.0018960000000000001),Yes (0.400256),Yes (0.9912770000000001),Yes (0.883559),Yes (0.47046099999999996),No(0.0018960000000000001),Yes (0.709958),Yes (0.511865),Yes (0.068759),Yes (0.6271800000000001),Yes (0.41798199999999996),Yes (0.8243209999999999),Yes (0.349693),Yes (0.8458129999999999),Yes (0.29683200000000004),Yes (0.540211),Yes (0.111026),Yes (0.8389120000000001),Yes (0.24147800000000003),Yes (0.78798),No(0.0010710000000000001),Yes (0.606002),No(0.015103),No(0.0018960000000000001),Yes (0.131537),No(0.0018960000000000001),Yes (0.5435270000000001),Yes (0.697699),No(0.020636),Yes (0.328),Yes (0.187844),Yes (0.169006),Yes (0.580209),Yes (0.42816899999999997),No(0.00044500000000000003),Yes (0.065698),Yes (0.847117),Yes (0.9430270000000001),Yes (0.5),Yes (0.957782),No(0.042197000000000005),Yes (0.292152),Yes (0.213887),No(0.001639)
tlgdq9,Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5)
vvmmvd,Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5)
wahbf,Yes (0.394294),Yes (0.391953),Yes (0.665862),Yes (0.34211199999999997),Yes (0.071793),Yes (0.394108),Yes (0.35931399999999997),Yes (0.9416549999999999),Yes (0.7557590000000001),Yes (0.405358),Yes (0.071793),Yes (0.7888609999999999),Yes (0.522439),Yes (0.868776),Yes (0.603506),Yes (0.071793),Yes (0.521418),Yes (0.108793),Yes (0.081761),Yes (0.39027199999999995),No(0.009396),Yes (0.10853800000000001),Yes (0.923565),Yes (0.978447),Yes (0.389464),Yes (0.357487),Yes (0.13262000000000002),Yes (0.782673),Yes (0.9179209999999999),Yes (0.5706829999999999),Yes (0.28925300000000004),Yes (0.347495),Yes (0.05134400000000001),Yes (0.071793),Yes (0.391571),Yes (0.071793),Yes (0.477576),Yes (0.5463100000000001),Yes (0.35739699999999996),Yes (0.326407),Yes (0.591835),Yes (0.459525),Yes (0.753163),Yes (0.5767329999999999),Yes (0.051088),Yes (0.13831400000000002),Yes (0.302818),Yes (0.46312),Yes (0.792403),Yes (0.28468499999999997),Yes (0.551143),Yes (0.5),Yes (0.46506400000000003),Yes (0.874368)
