Unnamed: 0,ajb9b3,ajdqnf,amsh7c,bay6g7,cjdk88,ctkbn4,dlokv6,dsdxd8,dtqb7d,elnfhc,habc8,hemmb2,hmnhx4,hnldm2,jac345,jahq76,jdf5g4,jfk535,jhgn9c,jkn7fc,jlgwxc,jlkm94,jmd5h8,jrrgxf,kab5zb,kah89f,kdcncc,kedgm9,krh5f5,lms8m4,lpnb79,mjpg95,mmg9n6,mtf7w2,mwwcn6,ngtp8b,nhm2p3,njd5zf,nm8c7,oro26b,pecxc9,pt7td,rrg3md,sanfz9,sbpc42,smdvw5,tah5z2,tcdzb7,tjdpzd,tlgdq9,vvmmvd,wahbf,wgocnc,zws2p8
mmg9n6,Yes (1.0),No (0.0),Yes (1.0),Yes (1.0),No (0.0),Yes (1.0),Yes (1.0),Yes (0.999338),No (0.0),No (0.0),No (0.0),Yes (1.0),Yes (1.0),Yes (1.0),Yes (1.0),No (0.0),Yes (0.999999),Yes (0.9999969999999999),Yes (1.0),Yes (1.0),No (0.0),Yes (0.995706),Yes (1.0),Yes (1.0),Yes (1.0),Yes (1.0),Yes (1.0),Yes (0.948473),Yes (1.0),Yes (1.0),Yes (0.9750479999999999),Yes (1.0),Yes (0.5),No (0.0),No (0.031869999999999996),No (0.0),Yes (0.894548),Yes (1.0),No (0.0),Yes (0.997208),Yes (1.0),No (0.0),Yes (1.0),Yes (1.0),Yes (1.0),No (0.0),Yes (1.0),Yes (1.0),Yes (1.0),Yes (0.996423),No (0.0),Yes (1.0),Yes (1.0),Yes (0.192551)
mtf7w2,Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5)
mwwcn6,No (0.0),No (0.0),No (0.0),No (0.0),No (0.0),No (0.0),No (0.0),No (0.0),No (0.0),No (0.0),No (0.0),No (0.0),No (0.0),No (0.0),No (0.0),No (0.0),No (0.0),No (0.0),No (0.0),No (0.0),No (0.0),Yes (1.0),No (0.0),No (0.0),Yes (0.094196),No (0.0),No (0.0),No (0.0),No (0.0),No (0.0),No (0.0),No (0.014428),No (0.0),No (0.0),Yes (0.5),No (0.0),No (0.0),No (0.0),No (0.0),No (0.004786),No (0.0),No (0.0),No (0.0),No (0.0),No (0.0),No (0.0),No (0.0),No (0.0),No (0.000405),Yes (0.875498),No (0.0),No (0.0),No (0.011085),No (0.0)
ngtp8b,Yes (1.0),Yes (1.0),Yes (1.0),Yes (1.0),Yes (0.5),Yes (1.0),Yes (1.0),Yes (1.0),Yes (1.0),Yes (1.0),Yes (0.5),Yes (1.0),Yes (1.0),Yes (1.0),Yes (1.0),Yes (0.5),Yes (1.0),Yes (1.0),Yes (0.999999),Yes (1.0),Yes (1.0),Yes (1.0),Yes (1.0),Yes (1.0),Yes (1.0),No (0.000553),Yes (1.0),Yes (1.0),Yes (1.0),Yes (1.0),Yes (0.999984),Yes (1.0),Yes (0.999926),Yes (0.5),Yes (1.0),Yes (0.5),Yes (1.0),Yes (1.0),Yes (1.0),Yes (1.0),Yes (1.0),Yes (1.0),Yes (1.0),Yes (1.0),Yes (0.9488780000000001),Yes (0.998233),Yes (1.0),Yes (1.0),Yes (1.0),Yes (1.0),Yes (1.0),Yes (1.0),Yes (1.0),Yes (0.999999)
nhm2p3,No (0.0),No (0.0),No (0.0),No (0.0),No (0.0),No (0.0),No (0.0),No (0.0),No (0.0),No (0.0),No (0.0),Yes (1.0),No (0.0),No (0.0),No (0.0),No (0.0),No (0.0),No (0.0),No (0.0),No (0.0),No (0.0),No (0.0),No (0.0),No (0.0),No (0.0),No (0.0),No (0.0),No (0.0),No (0.0),No (0.0),No (0.0),No (0.045918),No (0.0),No (0.0),No (0.0),No (0.0),Yes (0.5),No (0.0),No (0.0),Yes (1.0),No (0.0),No (0.0),No (0.0),No (0.0),No (0.0),No (0.0),No (0.0),No (0.0),Yes (0.992608),No (0.0),No (0.0),No (0.0),No (0.0),No (0.0)
njd5zf,No (0.0),No (0.0),No (0.0),No (0.0),No (0.0),Yes (1.0),No (0.0),No (0.0),No (0.0),No (0.0),No (0.0),Yes (1.0),Yes (0.9999879999999999),Yes (1.0),No (0.0),No (0.0),No (0.00011999999999999999),No (0.0),No (0.0),No (0.0),No (0.0),Yes (1.0),Yes (1.0),Yes (1.0),No (0.0),No (0.0),No (0.0),Yes (1.0),No (0.0),No (0.0),No (0.0),Yes (1.0),No (0.0),No (0.0),No (0.0),No (0.0),No (0.0),Yes (0.5),No (0.0),Yes (1.0),No (0.0),No (0.0),Yes (0.988102),No (0.0),No (0.0),No (0.0),No (0.0),No (0.0),Yes (1.0),Yes (1.0),No (0.0),Yes (1.0),No (0.0),No (0.0)
nm8c7,Yes (1.0),Yes (0.9989319999999999),Yes (1.0),Yes (1.0),No (0.0),Yes (1.0),Yes (1.0),Yes (1.0),Yes (1.0),Yes (1.0),No (0.0),Yes (1.0),Yes (1.0),Yes (1.0),Yes (1.0),No (0.0),Yes (1.0),Yes (1.0),Yes (1.0),No (0.003156),Yes (1.0),Yes (1.0),Yes (1.0),Yes (1.0),Yes (1.0),Yes (1.0),Yes (1.0),Yes (1.0),Yes (1.0),Yes (1.0),Yes (1.0),Yes (1.0),Yes (1.0),No (0.0),Yes (1.0),No (0.0),Yes (1.0),Yes (1.0),Yes (0.5),Yes (1.0),Yes (1.0),Yes (1.0),Yes (1.0),Yes (1.0),Yes (1.0),No (0.008551000000000001),Yes (1.0),Yes (1.0),Yes (1.0),Yes (1.0),Yes (1.0),Yes (1.0),Yes (1.0),Yes (1.0)
oro26b,Yes (0.20308900000000002),No (0.0),No (0.0),Yes (0.9306559999999999),No (0.0),Yes (0.42803599999999997),No (0.0),Yes (1.0),No (0.0),No (0.0),No (0.0),Yes (1.0),Yes (1.0),Yes (0.075384),Yes (0.999964),No (0.0),No (0.0),Yes (0.063583),No (0.0),No (0.0),No (0.0),Yes (1.0),No (0.0),Yes (0.952426),Yes (1.0),No (0.0),Yes (0.746607),Yes (0.13391),No (0.0),No (0.0),No (0.0),No (0.0),No (0.0),No (0.0),Yes (1.0),No (0.0),Yes (0.140724),No (0.0),No (0.0),Yes (0.5),No (0.0),No (0.0),No (0.0),Yes (1.0),No (0.0),No (0.0),No (0.0),Yes (0.9936459999999999),No (0.0),Yes (1.0),No (0.0),No (0.0),Yes (1.0),No (0.0)
pecxc9,Yes (1.0),No (0.0),Yes (1.0),Yes (1.0),No (0.0),Yes (1.0),No (0.0),Yes (1.0),No (0.0),No (0.0),No (0.0),Yes (1.0),Yes (1.0),Yes (1.0),Yes (1.0),No (0.0),Yes (0.9999790000000001),Yes (1.0),Yes (0.9969549999999999),Yes (0.999985),Yes (0.9999979999999999),Yes (1.0),Yes (1.0),No (0.0),Yes (0.999965),Yes (1.0),Yes (1.0),Yes (1.0),Yes (1.0),No (0.0),No (0.0),Yes (1.0),Yes (0.408779),No (0.0),Yes (1.0),No (0.0),Yes (1.0),Yes (1.0),No (0.0),Yes (1.0),Yes (0.5),No (0.0),Yes (1.0),Yes (0.999165),Yes (1.0),No (0.0),Yes (1.0),Yes (1.0),Yes (1.0),Yes (1.0),No (0.0),Yes (1.0),Yes (1.0),No (0.0)
pt7td,Yes (1.0),Yes (1.0),Yes (1.0),Yes (1.0),Yes (0.99395),Yes (1.0),Yes (1.0),Yes (1.0),Yes (1.0),Yes (1.0),Yes (0.99395),Yes (1.0),Yes (1.0),Yes (1.0),Yes (1.0),Yes (0.99395),Yes (1.0),Yes (1.0),Yes (1.0),Yes (1.0),Yes (1.0),Yes (1.0),Yes (1.0),Yes (1.0),Yes (1.0),Yes (1.0),Yes (1.0),Yes (1.0),Yes (1.0),Yes (1.0),Yes (1.0),Yes (1.0),Yes (1.0),Yes (0.99395),Yes (1.0),Yes (0.99395),Yes (1.0),Yes (1.0),Yes (1.0),Yes (1.0),Yes (1.0),Yes (0.5),Yes (1.0),Yes (1.0),Yes (1.0),Yes (1.0),Yes (1.0),Yes (1.0),Yes (1.0),Yes (1.0),Yes (1.0),Yes (1.0),Yes (1.0),Yes (1.0)
rrg3md,Yes (0.253154),No (0.0),Yes (1.0),Yes (0.999613),No (0.0),Yes (1.0),Yes (1.0),Yes (1.0),No (6e-06),No (0.0),No (0.0),Yes (1.0),Yes (1.0),Yes (0.970983),Yes (1.0),No (0.0),Yes (1.0),Yes (1.0),Yes (1.0),Yes (1.0),No (0.0),Yes (1.0),Yes (1.0),Yes (1.0),Yes (0.715155),No (0.000992),Yes (1.0),Yes (1.0),Yes (1.0),Yes (1.0),Yes (0.999223),Yes (1.0),Yes (1.0),No (0.0),No (9.499999999999999e-05),No (0.0),Yes (0.520317),Yes (1.0),No (0.0),Yes (1.0),Yes (1.0),No (0.0),Yes (0.5),Yes (0.99998),Yes (1.0),No (0.0),Yes (1.0),Yes (0.999993),Yes (1.0),Yes (1.0),No (0.0),Yes (1.0),Yes (1.0),Yes (0.9999870000000001)
sanfz9,Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5)
sbpc42,No (3e-06),No (0.0),Yes (0.9399139999999999),No (0.0),No (0.0),No (0.0),No (0.0),Yes (0.999985),No (0.0),No (0.0),No (0.0),Yes (0.99655),Yes (0.757784),No (0.001736),No (0.001051),No (0.0),Yes (0.9925459999999999),No (0.0),No (6e-06),No (0.0),No (0.0),Yes (0.47053500000000004),Yes (1.0),No (0.0),No (0.007914000000000001),No (0.000453),No (0.0),No (0.0),No (0.030487),No (0.0),No (0.0),Yes (0.969583),No (0.0),No (0.0),No (0.0),No (0.0),No (0.0),Yes (1.0),No (0.0),No (0.0),Yes (0.6366470000000001),No (0.0),Yes (0.9833120000000001),No (2.6000000000000002e-05),Yes (0.5),No (0.0),Yes (0.7420359999999999),Yes (0.996325),Yes (0.9999969999999999),No (0.006418999999999999),No (0.0),Yes (0.999969),Yes (0.770299),No (0.0)
smdvw5,Yes (1.0),No (0.0),Yes (1.0),Yes (1.0),No (0.0),Yes (1.0),Yes (1.0),Yes (1.0),Yes (0.9999959999999999),No (0.0),No (0.0),Yes (1.0),Yes (1.0),Yes (1.0),Yes (1.0),No (0.0),Yes (1.0),Yes (1.0),Yes (1.0),Yes (1.0),Yes (0.917105),Yes (1.0),Yes (1.0),Yes (1.0),Yes (1.0),Yes (1.0),Yes (1.0),No (0.002736),Yes (1.0),Yes (1.0),Yes (1.0),Yes (1.0),Yes (1.0),No (0.0),No (0.0),No (0.0),Yes (1.0),Yes (1.0),No (0.0),Yes (0.946788),Yes (1.0),Yes (0.44701),Yes (1.0),Yes (1.0),Yes (1.0),Yes (0.5),Yes (1.0),Yes (1.0),Yes (1.0),Yes (1.0),No (0.0),Yes (1.0),Yes (1.0),Yes (1.0)
tah5z2,Yes (0.45984200000000003),No (0.0),Yes (1.0),Yes (0.9999600000000001),No (0.0),Yes (0.9855450000000001),Yes (1.0),Yes (1.0),No (0.0),No (0.0),No (0.0),Yes (1.0),Yes (1.0),No (0.0),Yes (1.0),No (0.0),Yes (1.0),Yes (1.0),Yes (0.697747),No (0.0),No (0.0),Yes (1.0),Yes (1.0),Yes (1.0),Yes (1.0),Yes (1.0),Yes (0.9999950000000001),Yes (0.9988389999999999),Yes (1.0),No (0.014452000000000001),Yes (0.939816),Yes (1.0),Yes (1.0),No (0.0),No (0.0),No (0.0),Yes (1.0),No (0.0),No (0.0),Yes (1.0),Yes (0.063996),No (0.0),Yes (1.0),Yes (1.0),Yes (1.0),No (0.0),Yes (0.5),Yes (1.0),Yes (1.0),Yes (1.0),No (0.0),Yes (1.0),Yes (1.0),No (0.0)
tcdzb7,No (0.0),No (0.0),No (2e-06),Yes (1.0),No (0.0),Yes (1.0),No (0.0),Yes (1.0),No (0.0),No (0.0),No (0.0),Yes (1.0),Yes (0.437352),Yes (1.0),Yes (1.0),No (0.0),Yes (0.9646309999999999),Yes (1.0),No (0.0),No (0.0),No (0.0),Yes (1.0),Yes (1.0),Yes (1.0),Yes (1.0),No (0.0),Yes (1.0),Yes (1.0),No (0.0),No (0.0),No (0.0),Yes (0.9879049999999999),No (0.0),No (0.0),No (0.0),No (0.0),Yes (1.0),Yes (1.0),No (0.0),Yes (1.0),Yes (0.999943),No (0.0),No (0.0),No (0.0),No (0.0017980000000000001),No (0.0),Yes (0.09472),Yes (0.5),Yes (1.0),No (0.0),No (0.0),Yes (1.0),Yes (1.0),No (0.0)
tjdpzd,No (0.0),No (0.0),Yes (0.208008),No (0.0),No (0.0),No (0.0),No (0.0),Yes (0.9642069999999999),No (0.0),No (0.0),No (0.0),No (0.0),Yes (1.0),No (0.018888),No (0.0),No (0.0),Yes (1.0),No (0.0),No (0.0),No (0.0),No (0.0),No (1e-06),Yes (0.999771),No (0.0),No (0.0),No (0.0),No (0.0),No (0.0),Yes (0.332778),Yes (0.8062199999999999),No (0.0),Yes (0.25753400000000004),No (0.0),No (0.0),No (0.0),No (0.0),No (0.0),Yes (0.46822700000000006),No (0.0),No (0.0),No (0.0),No (0.0),Yes (0.154176),No (0.0),No (0.0),No (0.0),Yes (0.9999979999999999),No (0.000244),Yes (0.5),Yes (0.672204),No (0.0),No (2e-06),No (0.0),No (0.0)
tlgdq9,Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5)
vvmmvd,Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5),Yes (0.5)
wahbf,No (0.0),No (0.0),Yes (1.0),No (0.0),No (0.0),No (0.0),No (0.0),Yes (0.999999),No (0.0),No (0.0),No (0.0),No (0.0011949999999999999),Yes (1.0),Yes (0.06579),No (0.000143),No (0.0),Yes (0.998017),No (0.0),No (0.013642),Yes (0.140052),No (0.0),Yes (0.061772),Yes (0.997934),No (0.0),No (0.001275),No (0.0),No (0.0),No (0.0),Yes (1.0),Yes (0.410152),No (3e-06),Yes (0.999965),No (0.0),No (0.0),No (0.0),No (0.0),No (0.0),Yes (0.9998799999999999),No (0.0),No (0.0),No (7.900000000000001e-05),No (0.0),Yes (1.0),Yes (0.344086),No (0.0008449999999999999),No (0.0),No (0.022211),Yes (0.600005),Yes (0.9995430000000001),No (0.000175),No (0.0),Yes (0.5),No (0.0),No (0.0)
wgocnc,Yes (1.0),No (0.0),Yes (1.0),Yes (1.0),No (0.0),Yes (1.0),No (0.0),Yes (1.0),Yes (0.506271),No (0.0),No (0.0),Yes (1.0),Yes (1.0),Yes (1.0),Yes (1.0),No (0.0),Yes (1.0),Yes (1.0),Yes (0.8862270000000001),Yes (1.0),Yes (1.0),Yes (1.0),Yes (1.0),Yes (1.0),Yes (0.9822540000000001),Yes (0.9994850000000001),Yes (1.0),Yes (1.0),Yes (1.0),No (2.2e-05),No (0.0),Yes (1.0),No (0.0),No (0.0),Yes (1.0),No (0.0),Yes (1.0),Yes (1.0),No (0.0),Yes (1.0),Yes (1.0),No (0.0),Yes (0.9963799999999999),Yes (1.0),Yes (1.0),No (0.0),Yes (1.0),Yes (1.0),Yes (1.0),Yes (1.0),No (0.0),Yes (1.0),Yes (0.5),No (0.0)
zws2p8,Yes (1.0),Yes (0.999999),Yes (1.0),Yes (1.0),Yes (0.740069),Yes (1.0),Yes (1.0),Yes (1.0),Yes (1.0),Yes (0.9846889999999999),Yes (0.740069),Yes (1.0),Yes (1.0),Yes (1.0),Yes (1.0),Yes (0.740069),Yes (1.0),Yes (1.0),Yes (1.0),Yes (1.0),Yes (0.831206),Yes (1.0),Yes (1.0),Yes (1.0),Yes (1.0),Yes (1.0),Yes (1.0),Yes (1.0),Yes (1.0),Yes (1.0),Yes (1.0),Yes (1.0),Yes (1.0),Yes (0.740069),Yes (0.470875),Yes (0.740069),Yes (1.0),Yes (1.0),Yes (0.999151),Yes (0.9999899999999999),Yes (1.0),Yes (1.0),Yes (1.0),Yes (1.0),Yes (1.0),Yes (1.0),Yes (1.0),Yes (1.0),Yes (1.0),Yes (1.0),Yes (0.999134),Yes (1.0),Yes (1.0),Yes (0.5)
